step,qeco_qoe,qeco_delay,qeco_energy,qeco_drop,qeco_completion_rate,qeco_adapt_general_qoe,qeco_adapt_general_delay,qeco_adapt_general_energy,qeco_adapt_general_drop,qeco_adapt_general_completion_rate,qeco_adaptive_gate_qoe,qeco_adaptive_gate_delay,qeco_adaptive_gate_energy,qeco_adaptive_gate_drop,qeco_adaptive_gate_completion_rate,qeco_adapt2_qoe,qeco_adapt2_delay,qeco_adapt2_energy,qeco_adapt2_drop,qeco_adapt2_completion_rate
318,6.78287826,8.54367823,13.58301289,19167.00000000,0.45246529,7.36599276,8.58184723,11.00462568,19102.00000000,0.45496048,7.25615546,8.59178854,10.97077006,19196.00000000,0.45382120,7.27344588,8.58062031,11.27143037,19159.00000000,0.45333409
319,6.67687729,8.57013616,12.55090849,24017.00000000,0.44853161,7.42557928,8.56845622,10.26033014,23652.00000000,0.45502304,7.27804803,8.58522308,10.62888007,23700.00000000,0.45381637,7.34070678,8.57370968,10.33589889,23726.00000000,0.45331797
320,6.78656372,8.55604030,13.31888492,19065.00000000,0.45279986,7.48428292,8.56595414,10.78716457,18821.00000000,0.45852873,7.30664716,8.58190667,11.24599052,18756.00000000,0.45667854,7.49715890,8.56028654,11.09054460,18795.00000000,0.45927673
321,8.67057346,8.27704395,15.07916164,4179.00000000,0.52414029,9.41413528,8.24847527,11.23332308,4254.00000000,0.51953919,7.89887280,8.36521545,15.46253348,4437.00000000,0.50595702,9.47537046,8.27219336,11.39252350,4236.00000000,0.52157217
322,12.47085081,7.40897098,13.49340523,1146.00000000,0.62203166,10.76477449,7.83477682,8.21562217,1388.00000000,0.53764157,11.78370919,7.40446816,11.96364306,1195.00000000,0.60153384,10.76017674,7.84477015,8.00852635,1389.00000000,0.53730846
323,6.98523031,8.51736667,14.20683733,12369.00000000,0.46498551,7.80865363,8.53660325,10.90483657,12269.00000000,0.47073034,8.05946751,8.52537884,10.61504834,12015.00000000,0.47831184,7.68150322,8.54760364,11.13635574,12318.00000000,0.46861654
324,6.87605346,8.56483077,12.25366182,23815.00000000,0.45279290,7.16440124,8.63741329,10.00651943,24110.00000000,0.44984483,7.32109690,8.59627600,10.30156777,23833.00000000,0.45348437,7.10261491,8.62803487,10.39592216,24152.00000000,0.44888645
325,6.77778023,8.58544754,12.02039172,24046.00000000,0.44841033,7.30437932,8.62111332,9.91435021,23906.00000000,0.45303956,7.33884437,8.59571294,10.12927751,23800.00000000,0.45379019,7.34624420,8.61770426,9.89402827,23861.00000000,0.45406914
326,8.92347046,8.22525519,15.47251744,4127.00000000,0.52666590,10.46524747,8.17026133,9.74331467,4095.00000000,0.53269428,9.10135291,8.28080393,14.02305170,4133.00000000,0.52803472,10.20813662,8.19764921,9.89219794,4149.00000000,0.52653201
327,9.24100147,8.18033734,14.46640513,4041.00000000,0.53315619,10.69894676,8.12238046,9.97007607,3969.00000000,0.54046544,9.09198811,8.24298216,13.67410876,4160.00000000,0.52721900,10.63166882,8.10478175,9.92778858,3978.00000000,0.53942341
328,12.42734112,7.36920415,13.18379500,1073.00000000,0.62871972,10.26642921,7.75793786,8.30998756,1363.00000000,0.53465347,11.85488387,7.31169733,11.10386583,1135.00000000,0.60603957,10.34865763,7.79617617,7.92497544,1367.00000000,0.53328781
329,13.37566022,7.29601386,11.98361257,1069.00000000,0.62946274,11.85073565,7.74499655,8.31912577,1283.00000000,0.55728088,12.01319294,7.43523842,11.52125092,1185.00000000,0.59925600,11.98895031,7.78019324,7.89524775,1282.00000000,0.55762595
330,6.94557711,8.56428296,13.39748186,12542.00000000,0.46197074,7.68209015,8.56097876,10.55542252,12407.00000000,0.46645738,7.56417842,8.56287839,10.10209031,12431.00000000,0.46242000,7.77330700,8.55719446,10.16667521,12373.00000000,0.46791950
331,7.20897324,8.52796237,13.10793933,12408.00000000,0.46457237,7.74499849,8.55852112,10.08406814,12456.00000000,0.46636963,7.76142130,8.55553653,9.69790492,12466.00000000,0.46642126,7.73255379,8.56640391,10.35612590,12440.00000000,0.46705509
332,7.55519407,8.46383713,13.92916050,7509.00000000,0.48178054,8.10875626,8.52975788,10.08934498,7725.00000000,0.47754633,7.80164507,8.47926013,13.37151426,7447.00000000,0.48602388,8.15476987,8.54240498,9.90976544,7713.00000000,0.47835791
333,9.41662405,8.22916428,14.12340145,4092.00000000,0.53089533,10.32562528,8.13471681,8.43760201,4169.00000000,0.52201330,9.15521991,8.24757448,12.91113144,4184.00000000,0.52242895,10.54907087,8.16429718,9.06409469,4108.00000000,0.52900711
334,7.16582376,8.53573782,12.28108533,18882.00000000,0.45907698,7.60118065,8.56899665,9.92601662,18815.00000000,0.46078010,7.65583870,8.56286634,10.11411910,18713.00000000,0.46233192,7.75578179,8.54440719,9.91399762,18701.00000000,0.46404723
335,7.45978267,8.46900473,13.38650999,7621.00000000,0.47797794,8.53437195,8.44727798,9.70725580,7440.00000000,0.48858950,7.66143185,8.47373441,12.76639013,7573.00000000,0.48402262,8.64129717,8.43648611,9.52061710,7412.00000000,0.49051416
336,7.24209590,8.55205554,11.86916977,18830.00000000,0.45979287,7.39819434,8.60009757,9.72142359,18944.00000000,0.45635080,7.56747925,8.60527142,9.68289043,18926.00000000,0.46013635,7.33396821,8.60468920,9.94305915,18987.00000000,0.45511680
337,7.18601418,8.55757381,11.20334623,23624.00000000,0.45681964,7.42080264,8.60221147,9.37908721,23673.00000000,0.45466482,7.45189574,8.60348127,9.31261111,23616.00000000,0.45553890,7.24374930,8.61278507,9.68777494,23842.00000000,0.45077171
338,8.80823479,8.26601098,12.97619787,4215.00000000,0.51795517,9.58472509,8.20573566,9.37193424,4300.00000000,0.51258218,9.24363220,8.23784151,11.94744908,4155.00000000,0.52896497,9.49387847,8.21786443,9.68573948,4308.00000000,0.51167536
339,9.27095721,8.19993014,13.16170902,4079.00000000,0.52503493,10.65934051,8.04609402,7.82905437,4168.00000000,0.52327576,9.87065876,8.18195233,11.21003538,4134.00000000,0.53076050,10.78269543,8.03740135,7.92723598,4137.00000000,0.52682146
340,7.14853891,8.58514580,10.92634648,23653.00000000,0.45561463,7.28982200,8.64143089,9.27379645,23952.00000000,0.45216258,7.56055905,8.59508412,9.17306883,23572.00000000,0.45750385,7.36146550,8.63081814,9.19185292,23886.00000000,0.45367215
341,7.37318783,8.53646488,12.25015389,12286.00000000,0.46760844,8.08095172,8.51927753,10.06693115,12114.00000000,0.47403612,7.91657289,8.56255419,9.39177456,12240.00000000,0.46939483,8.02892357,8.52440083,10.00679311,12138.00000000,0.47299410
342,9.35332970,8.26132324,12.31159653,4168.00000000,0.52207316,10.33938463,8.11586555,8.11207517,4205.00000000,0.51760927,9.82935671,8.16859988,11.29175682,3982.00000000,0.53345050,10.34738380,8.11196513,7.90215050,4212.00000000,0.51680624
343,7.85993864,8.52062650,11.29555563,12252.00000000,0.47569326,8.26010947,8.52876617,9.98285996,11971.00000000,0.47863769,8.26602724,8.53706062,9.21580604,12338.00000000,0.47622686,8.23022300,8.52846130,10.23301775,11979.00000000,0.47828927
344,7.63782533,8.53287419,11.51083137,12280.00000000,0.47469735,7.97760326,8.54496357,9.39505113,12291.00000000,0.47316760,8.60360493,8.47462648,9.15566645,11952.00000000,0.48686244,7.89370901,8.54680669,9.90952163,12328.00000000,0.47158165
345,7.10650475,8.60901615,10.14566582,23737.00000000,0.45320311,7.55441597,8.61244284,8.69267580,23484.00000000,0.45766939,7.60345740,8.60624712,8.60376409,23462.00000000,0.45915168,7.51405493,8.61937093,8.70953650,23524.00000000,0.45674565
346,9.42295705,8.23164305,12.04721586,4034.00000000,0.52757934,10.57315515,8.06857009,8.46166864,4002.00000000,0.53171074,9.84587705,8.12495645,10.55219339,4008.00000000,0.53454883,10.45300765,8.08354786,8.52749527,4016.00000000,0.53007255
347,7.18557046,8.60827712,10.10292370,23827.00000000,0.45519607,7.57415197,8.62472543,8.38609249,23692.00000000,0.45789859,7.46238138,8.61922637,8.50134589,23839.00000000,0.45436027,7.61090384,8.62504576,8.35334881,23652.00000000,0.45881384
348,7.23495198,8.59442908,9.93307690,23815.00000000,0.45581884,7.62821715,8.59981620,8.48850481,23574.00000000,0.45838024,7.57802473,8.61371291,8.31641254,23497.00000000,0.45791999,7.61807193,8.60296381,8.36653173,23591.00000000,0.45798966
349,9.67479323,8.20399772,10.80951109,4131.00000000,0.52815534,10.11874984,8.15539927,8.22973649,4207.00000000,0.52279946,9.89110001,8.16140874,10.16012381,4051.00000000,0.53527590,10.19871121,8.12953721,8.06519720,4209.00000000,0.52257260
350,11.88549218,7.44216484,10.74888766,1159.00000000,0.59002476,11.16761531,7.85860367,7.25843641,1305.00000000,0.53984485,10.99101177,7.67723045,8.31734488,1297.00000000,0.55322081,11.02553008,7.88152327,7.03713775,1310.00000000,0.53808181
351,7.67537475,8.52257642,10.51960142,12015.00000000,0.47532751,8.29953000,8.50674148,8.48107511,11946.00000000,0.48042797,7.83414975,8.54387482,8.26083015,12278.00000000,0.46926602,8.42768147,8.50304454,8.35545619,11881.00000000,0.48325505
352,12.03317661,7.64028520,8.74621918,1210.00000000,0.56862745,10.08476313,8.04221355,6.45766596,1399.00000000,0.50372473,11.32175556,7.73377762,8.26538892,1259.00000000,0.55840056,10.69231019,7.94217808,6.91636177,1357.00000000,0.51862363
353,9.98030510,8.19146746,10.79068458,4084.00000000,0.53288345,10.09376204,8.19680548,9.90855602,4180.00000000,0.52310325,9.66893141,8.17926166,11.11137773,4083.00000000,0.52748524,9.91550554,8.20524815,9.50819633,4216.00000000,0.51899601
354,7.91915455,8.46818399,10.94190808,7568.00000000,0.48274212,9.14511016,8.38299773,7.92298422,7353.00000000,0.49467391,8.53225214,8.42793837,10.09161075,7405.00000000,0.49515953,9.06193263,8.38842691,8.18008765,7378.00000000,0.49295581
355,7.23357731,8.62578689,9.39888774,23684.00000000,0.45586546,7.61405745,8.61104328,8.02214570,23560.00000000,0.45728041,7.67780561,8.61551004,8.16254517,23510.00000000,0.46011115,7.62990031,8.61744719,8.11106237,23531.00000000,0.45794845
356,7.56375970,8.59975526,9.07470550,23263.00000000,0.46288472,7.66608695,8.60928773,7.96148812,23421.00000000,0.45942390,7.92110260,8.58723286,7.87759129,23164.00000000,0.46365973,7.66689392,8.61145732,7.96441756,23423.00000000,0.45937774
357,11.83632793,7.57490168,9.80074708,1189.00000000,0.57490168,10.36049242,7.94027244,6.65779265,1373.00000000,0.52043311,11.06442910,7.77857399,8.10161677,1232.00000000,0.55858115,11.09369226,7.75969263,7.54960737,1319.00000000,0.53929445
358,7.43018396,8.60386672,8.91091501,23691.00000000,0.45859043,7.99022291,8.58765956,7.72369458,23117.00000000,0.46637889,7.95595013,8.58275942,7.80879161,23135.00000000,0.46533395,8.00398219,8.58574363,7.70447152,23101.00000000,0.46674823
359,12.24914080,7.58298898,10.08442753,1206.00000000,0.58471074,12.07452198,7.62533422,9.37953649,1317.00000000,0.55982620,12.02497952,7.60884354,8.89547020,1263.00000000,0.57040816,11.73690721,7.73429144,8.85240976,1349.00000000,0.54913102
360,7.38268986,8.60889347,8.75411530,18908.00000000,0.45895213,7.66559408,8.62285419,7.88171564,18774.00000000,0.46016045,8.06055451,8.59120690,7.57953353,18448.00000000,0.46988506,7.64851273,8.62420565,7.93535860,18790.00000000,0.45970038
361,7.44183731,8.60750500,8.48204517,23533.00000000,0.45889954,7.57962537,8.63706883,7.59629044,23702.00000000,0.45603929,7.71125150,8.61282246,7.40821117,23546.00000000,0.45912296,7.63308865,8.63211163,7.40879906,23663.00000000,0.45693434
362,7.62751219,8.60181308,8.04525629,23432.00000000,0.46086236,7.95287454,8.58966642,7.35287395,23303.00000000,0.46464345,7.78848750,8.60995394,7.30503412,23544.00000000,0.46050732,7.87810790,8.59697206,7.17433109,23378.00000000,0.46292042
363,9.62789222,8.21316216,9.91694257,4093.00000000,0.52660190,10.27705659,8.09266767,7.66184339,4126.00000000,0.52206649,9.72769206,8.16022609,8.16219917,4171.00000000,0.51886031,10.06080873,8.14108653,7.50512643,4177.00000000,0.51615893
364,7.70151264,8.60531912,7.95466287,23505.00000000,0.46248485,7.85734534,8.61260890,7.43062564,23429.00000000,0.46288400,8.12752100,8.57881024,7.30514809,23014.00000000,0.46935670,7.72058391,8.62379642,7.34721303,23566.00000000,0.45974324
365,10.05558633,7.94410569,7.96756856,1397.00000000,0.52676152,10.05467964,8.09507042,6.30479635,1386.00000000,0.51197183,9.00315080,8.01065956,7.65710979,1472.00000000,0.50966023,9.96503107,8.09859155,6.26036744,1394.00000000,0.50915493
366,7.84643658,8.52814247,8.55696966,12106.00000000,0.47545388,8.57991203,8.51579772,7.30398415,11806.00000000,0.48620420,8.57524277,8.47687373,7.34056997,11871.00000000,0.48541333,8.59506397,8.50783358,7.43642735,11791.00000000,0.48685699
367,8.52850519,8.43205791,9.00354367,7387.00000000,0.49072734,9.45581536,8.35452239,7.25868994,7275.00000000,0.50113145,9.22564402,8.35471438,8.01463813,7223.00000000,0.50289057,9.36107478,8.34684221,7.25807799,7304.00000000,0.49914284
368,8.91540998,8.27381495,10.29416962,4275.00000000,0.51287603,10.39743938,8.06685204,7.98424746,4055.00000000,0.53018190,9.70414510,8.12702983,7.91800931,4120.00000000,0.52550962,10.41026893,8.06430309,8.09770497,4046.00000000,0.53122466
369,10.77767860,7.79255686,8.33654148,1314.00000000,0.54720882,10.26802856,8.03194103,6.71714628,1389.00000000,0.51246051,10.16413723,7.95462242,7.23148861,1410.00000000,0.52251947,9.60486080,8.19550720,5.86179921,1444.00000000,0.49315549
370,7.73056983,8.57480745,8.98314170,18550.00000000,0.46689275,7.91624742,8.58281115,7.87714428,18586.00000000,0.46576602,7.69944516,8.59516166,7.72481695,18837.00000000,0.46007223,7.88806787,8.57786720,8.04981252,18598.00000000,0.46542110
371,8.34160481,8.44353610,9.98591711,7324.00000000,0.49258695,9.08098385,8.36473681,7.83322647,7304.00000000,0.49477762,8.89825934,8.39799308,8.40619159,7211.00000000,0.50096886,9.09075695,8.35532960,7.52899352,7323.00000000,0.49346337
372,7.76984563,8.54460806,9.34442240,12223.00000000,0.47063664,8.16707495,8.51883044,8.58730387,12171.00000000,0.47434569,8.20995424,8.53812159,8.10536275,12224.00000000,0.47552238,8.25954532,8.52111946,8.47846909,12123.00000000,0.47641876
373,8.08699002,8.46922446,9.54315476,7598.00000000,0.48037204,9.08000906,8.37353741,7.77975923,7435.00000000,0.49421769,9.03861590,8.35778936,8.23283215,7280.00000000,0.50082282,9.03338051,8.36489796,7.61695410,7456.00000000,0.49278912
374,8.00364374,8.47661576,9.84777873,7570.00000000,0.48391055,9.39771662,8.34152760,8.03932997,7111.00000000,0.50758258,8.86470970,8.40374332,8.64654704,7296.00000000,0.49979432,9.44164145,8.33986566,7.96548117,7110.00000000,0.50765182
375,7.30232837,8.62321199,8.63296889,23850.00000000,0.45328260,7.74881726,8.59722254,7.82921115,23423.00000000,0.46056056,7.59135546,8.64027854,7.80848931,23716.00000000,0.45675279,7.61622182,8.60885286,8.02587993,23551.00000000,0.45761268
376,11.37026023,7.69345661,8.53744403,1224.00000000,0.56472262,10.09883359,8.01437588,6.70752835,1384.00000000,0.51472651,10.99219972,7.80347826,8.26279458,1293.00000000,0.55026087,10.21824506,7.91164095,7.38556875,1361.00000000,0.52279102
377,7.51431589,8.60664336,8.89390191,18796.00000000,0.46130918,7.82859883,8.60302918,7.87873768,18704.00000000,0.46448306,7.84615304,8.59387931,7.91149934,18647.00000000,0.46416667,7.73809590,8.60592092,8.00970491,18769.00000000,0.46262204
378,7.40340141,8.60282014,8.72665781,18782.00000000,0.45951079,7.72522858,8.60632307,7.97592477,18838.00000000,0.46150988,7.84353197,8.59374641,7.87165460,18649.00000000,0.46454003,7.75122439,8.60209244,7.88501617,18814.00000000,0.46219592
379,7.99845471,8.48894633,9.65592084,7628.00000000,0.48112373,9.15740824,8.37218305,7.68487977,7265.00000000,0.49778792,8.48482939,8.41944937,8.98430575,7465.00000000,0.49127709,9.19719668,8.36015485,7.68654172,7248.00000000,0.49896309
380,10.37794549,8.14055059,9.78682498,3956.00000000,0.54048089,10.44882752,8.08302540,8.04966515,4083.00000000,0.52852194,9.79876569,8.18906448,8.41763666,4141.00000000,0.52232091,10.25282880,8.11743649,7.95432706,4122.00000000,0.52401848
381,10.01234033,7.89609530,8.95791957,1409.00000000,0.53375248,10.00632681,7.96117166,6.93292843,1431.00000000,0.51260218,10.08743007,7.89685012,7.97073829,1393.00000000,0.51782624,9.90268135,8.01260218,6.97842628,1438.00000000,0.51021798
382,7.38974677,8.62410616,8.67953690,23707.00000000,0.45666025,7.47781890,8.63700123,7.89550523,24033.00000000,0.45451450,7.56366373,8.61775350,7.81554613,23905.00000000,0.45590076,7.43376523,8.63865813,8.00772378,24065.00000000,0.45378819
383,7.39215785,8.60447299,8.67599564,23677.00000000,0.45688726,7.77293443,8.62102412,7.79551150,23260.00000000,0.46154915,7.70995800,8.61049857,7.97030981,23549.00000000,0.46019484,7.69037741,8.62199639,7.91930502,23340.00000000,0.45969721
384,9.05818033,8.26644511,10.25199453,4242.00000000,0.51386661,10.48323288,8.04770684,8.07416289,4062.00000000,0.53191980,9.74733341,8.10753550,8.71828438,4163.00000000,0.52324782,10.58789571,8.02788661,8.27028367,4041.00000000,0.53433971
385,11.82440075,7.57972509,10.14963876,1234.00000000,0.57594502,10.29112427,8.04198740,6.84573874,1361.00000000,0.52379286,10.15049139,7.96652012,7.35384733,1403.00000000,0.52553263,10.57999031,8.03393982,6.82654488,1351.00000000,0.52729181
386,10.88686153,7.64830653,9.38407189,1299.00000000,0.55559357,9.59837257,8.12386095,6.48935732,1467.00000000,0.50489369,9.62133573,7.99252717,6.86391973,1436.00000000,0.51222826,10.04424287,8.06682416,6.88021066,1432.00000000,0.51670604
387,11.78262799,7.51938552,9.46265242,1159.00000000,0.57607901,10.78308405,7.99217639,6.84895122,1313.00000000,0.53307255,11.32853320,7.88156077,7.68468636,1305.00000000,0.54937845,11.48558149,7.80440967,7.64043093,1265.00000000,0.55014225
388,7.12088122,8.63089131,9.19670900,19280.00000000,0.45359218,7.61906455,8.61079779,7.96476185,19103.00000000,0.45860847,7.60968560,8.59214648,8.10219527,19012.00000000,0.45862521,7.59802998,8.60583817,8.18344774,19109.00000000,0.45843843
389,7.26044080,8.63246014,8.74819926,24017.00000000,0.45291572,7.76858270,8.60560731,7.52883481,23534.00000000,0.46005598,7.67869080,8.61893802,7.72806573,23524.00000000,0.45855870,7.70043738,8.60592851,7.74778400,23591.00000000,0.45874822
390,10.95220563,7.73504562,8.85070049,1305.00000000,0.55897263,9.33378919,8.16256158,6.26695672,1543.00000000,0.49326765,11.45664242,7.66009517,9.02682223,1299.00000000,0.55846363,9.70406772,8.00065681,7.06180867,1512.00000000,0.50344828
391,7.64497624,8.57777333,8.88278104,18750.00000000,0.46446932,7.82006239,8.59560301,7.83953714,18652.00000000,0.46466908,7.79782786,8.59420124,8.17194167,18759.00000000,0.46361479,7.75094901,8.59677975,7.87035404,18718.00000000,0.46277481
392,9.67639385,8.19401433,9.50661119,4138.00000000,0.52183961,9.37279729,8.22153706,7.85844327,4369.00000000,0.50108485,10.10325693,8.13587769,8.00005279,4123.00000000,0.52603748,9.59259443,8.21822542,7.77639365,4323.00000000,0.50633779
393,8.49480683,8.44642236,9.47891933,7307.00000000,0.49189903,9.32486964,8.38054084,7.93195649,7181.00000000,0.49951213,9.20631635,8.34821179,8.51425343,7094.00000000,0.50447052,9.33820171,8.37559242,7.88342303,7187.00000000,0.49909395
394,7.54129544,8.57272372,9.30028907,12320.00000000,0.46557932,8.12975407,8.54220389,7.52837823,12317.00000000,0.47064638,8.95701913,8.45999826,7.42503076,11730.00000000,0.48942283,8.16500476,8.53287777,7.48126912,12303.00000000,0.47124807
395,7.54895051,8.58830614,9.09854950,18730.00000000,0.46290827,7.74359455,8.60624109,7.84472959,18863.00000000,0.46243944,7.78229660,8.59270186,8.02742397,18774.00000000,0.46226334,7.73714186,8.59891707,8.08126158,18865.00000000,0.46238245
396,7.80718066,8.57428742,8.47309904,23262.00000000,0.46614954,7.94014215,8.57901388,7.66002331,23336.00000000,0.46383604,7.95029476,8.59324170,7.77643286,23364.00000000,0.46474227,7.85888933,8.58887051,8.01009352,23384.00000000,0.46273320
397,10.40355679,7.82636765,8.01160491,1372.00000000,0.53380904,10.23834204,7.94818304,7.19837616,1419.00000000,0.52254374,10.09482960,7.96959105,7.26170712,1351.00000000,0.52778749,9.99047689,8.01244953,6.65312437,1455.00000000,0.51043069
398,9.32989068,8.28157984,10.89096024,4237.00000000,0.51912382,9.74815044,8.19832844,10.23926670,4311.00000000,0.51310142,9.38085430,8.25655877,10.53443571,4261.00000000,0.51607041,9.87285872,8.20408855,10.29736914,4274.00000000,0.51728033
399,9.28113769,8.25538462,10.19464967,4211.00000000,0.52011396,9.21931931,8.19557362,7.87653241,4412.00000000,0.50180668,9.17925403,8.21888889,8.06848146,4445.00000000,0.50611111,9.16713083,8.19828365,7.79895146,4426.00000000,0.50022584
400,9.74293618,8.21746050,10.15296393,4177.00000000,0.52517904,10.08774020,8.15063001,7.71004299,4175.00000000,0.52176403,9.98951162,8.15477008,8.24504162,4160.00000000,0.52413635,10.21522354,8.11844215,8.15948703,4156.00000000,0.52394044
401,7.56630239,8.58828936,8.63261632,23479.00000000,0.46045133,7.66957176,8.61926112,7.76447376,23655.00000000,0.45888139,7.61905815,8.62776407,7.72311204,23739.00000000,0.45771656,7.65043579,8.61997026,7.77966231,23661.00000000,0.45874414
402,7.51511035,8.59480699,8.90135955,18681.00000000,0.46224704,8.01852986,8.56063516,7.77329323,18540.00000000,0.46860042,8.01249686,8.56960790,7.85055880,18486.00000000,0.46937252,8.09484692,8.55103328,7.76418582,18482.00000000,0.47026283
403,9.97852271,8.15586223,10.90960166,4043.00000000,0.53113766,10.06222542,8.14561976,7.77262008,4149.00000000,0.51665890,10.70779874,8.09699265,9.33200842,3966.00000000,0.54476584,9.91787946,8.14468779,7.78565190,4177.00000000,0.51339702
404,7.33970647,8.61228969,8.60289487,23872.00000000,0.45427944,7.65343822,8.60119198,7.74679454,23635.00000000,0.45822350,7.48422835,8.63892826,7.46498608,23895.00000000,0.45372868,7.65157716,8.60559312,7.63483868,23641.00000000,0.45808596
405,8.42771239,8.43963146,9.82773343,7425.00000000,0.48948020,9.13908031,8.40620272,7.92328164,7318.00000000,0.49676798,8.84032603,8.37804794,8.80605357,7347.00000000,0.49536369,9.00686106,8.41232293,8.18059192,7353.00000000,0.49436116
406,8.25659526,8.48561058,9.69445726,12002.00000000,0.48137585,8.31101638,8.52032625,8.33743958,12250.00000000,0.47413608,8.25290441,8.54433781,8.02099731,12382.00000000,0.47187033,8.24953353,8.52809616,8.28271098,12284.00000000,0.47267654
407,8.20644592,8.46155970,9.96945508,7383.00000000,0.49047619,9.15899707,8.37825157,8.08482902,7202.00000000,0.50307045,9.12987475,8.37002375,8.89273878,7042.00000000,0.50817153,9.03284206,8.38335748,8.13471497,7254.00000000,0.49948251
408,11.98805703,7.53908737,10.47236291,1198.00000000,0.57622922,10.67260436,8.11509304,6.27271219,1409.00000000,0.51447278,10.91227639,7.72383225,8.59742800,1334.00000000,0.54517559,10.94063492,7.99207443,6.69330994,1389.00000000,0.52136458
409,7.22001951,8.62873228,8.58251802,24025.00000000,0.45240917,7.50818872,8.63817886,7.91805264,23762.00000000,0.45526237,7.54583715,8.62207465,7.83018555,23760.00000000,0.45591940,7.59019579,8.62751886,7.79575994,23706.00000000,0.45654616
410,11.92451082,7.65648593,8.92972107,1240.00000000,0.57446809,10.78026347,8.03274121,6.61361987,1379.00000000,0.51967955,12.05754507,7.85295157,7.36500786,1226.00000000,0.56663132,10.26922326,8.08881923,6.30339834,1414.00000000,0.50748868
411,9.79279926,8.18146093,9.92163856,4115.00000000,0.52438742,10.21061939,8.08823187,7.69194657,4129.00000000,0.51938075,9.50312234,8.21901106,8.75885094,4323.00000000,0.51196658,10.17319352,8.09184030,7.68381724,4137.00000000,0.51844954
412,9.24367063,8.24632015,10.38201246,4229.00000000,0.51368445,10.40335125,8.08902667,7.93316322,4053.00000000,0.52585400,10.75516148,8.07085515,9.00957299,3913.00000000,0.54473531,10.62215380,8.09031352,7.89069644,4014.00000000,0.53041647
413,10.27896060,8.11867819,10.42829076,3881.00000000,0.54032927,10.19348584,8.10952547,8.15754266,4122.00000000,0.52175426,9.93794720,8.16187384,9.40586399,4088.00000000,0.52597403,10.21406961,8.14444831,8.37432815,4123.00000000,0.52163824
414,12.15070011,7.41614035,10.25575409,1152.00000000,0.59578947,10.38045061,7.84391081,7.26898094,1365.00000000,0.53173242,11.42797458,7.65367212,8.33843295,1263.00000000,0.56038984,10.43920276,7.91286449,7.46251494,1350.00000000,0.53687822
415,12.12880267,7.57411133,10.19317046,1272.00000000,0.57344064,10.80672037,7.94164641,7.36071473,1360.00000000,0.52761375,10.52045036,7.68467583,9.39879640,1391.00000000,0.54453176,10.24194955,8.07328934,6.49476497,1407.00000000,0.51128864
416,7.53013222,8.57917228,9.25648924,18766.00000000,0.46178335,7.69553797,8.61060298,8.21042928,18806.00000000,0.46079078,7.89698563,8.57331500,8.32600938,18665.00000000,0.46535476,7.59876940,8.61154916,8.45915764,18876.00000000,0.45878373
417,7.25180531,8.59217800,9.14790520,23726.00000000,0.45351944,7.69801643,8.60424524,7.98442550,23480.00000000,0.46003128,7.65959738,8.59812653,7.90504148,23465.00000000,0.45860828,7.64568655,8.61388097,7.99912590,23537.00000000,0.45872045
418,12.04121177,7.37465940,13.14247613,1159.00000000,0.60524523,9.82536101,7.90016750,7.73454333,1427.00000000,0.52194305,10.81215492,7.56844627,10.13634828,1277.00000000,0.56297057,9.86240450,7.86968174,7.90460513,1416.00000000,0.52562814
419,9.75995534,8.25740293,11.01247344,4144.00000000,0.52252564,10.71775946,8.10269262,9.71589735,4049.00000000,0.52803357,10.37615707,8.15274713,10.53032251,4037.00000000,0.53107213,10.58603253,8.15013405,9.75430116,4069.00000000,0.52570230
420,7.11607547,8.61100448,9.72968000,12747.00000000,0.45630198,8.18120670,8.53917011,7.75497390,12322.00000000,0.47451917,8.49137104,8.50406749,7.88027884,12098.00000000,0.47927517,8.09200022,8.54629195,7.80848114,12368.00000000,0.47255747
421,7.32780180,8.61681553,8.76443841,23610.00000000,0.45509936,7.72357367,8.59981124,8.00561228,23449.00000000,0.46022283,7.49310164,8.64100734,7.89149834,23724.00000000,0.45387998,7.80101982,8.59099489,7.81701212,23379.00000000,0.46183417
422,7.53760255,8.58102219,8.89166706,18633.00000000,0.46226660,7.78410539,8.59001548,7.52871532,18778.00000000,0.46185591,7.99882637,8.59247216,7.23148035,18490.00000000,0.46792898,7.70951802,8.60236717,7.59626932,18822.00000000,0.46059494
423,7.52498058,8.59449056,8.69431176,18746.00000000,0.46152299,8.02334914,8.57995748,7.52804919,18495.00000000,0.46862610,8.03905142,8.57763599,7.32622021,18407.00000000,0.46855873,7.87506322,8.58823191,7.67738185,18615.00000000,0.46517842
424,7.82540908,8.53109738,10.03229199,12141.00000000,0.47525608,8.08346512,8.52976012,8.95446378,12215.00000000,0.47581856,8.14537885,8.54183625,8.65651294,12210.00000000,0.47688617,8.22584595,8.51705789,8.90056506,12149.00000000,0.47865082
425,8.68131951,8.41903720,9.85526547,7425.00000000,0.49227298,9.16713132,8.41140876,8.90900178,7432.00000000,0.49469676,8.77453107,8.39953622,10.37689833,7374.00000000,0.49706725,9.06117820,8.42085940,9.09011328,7462.00000000,0.49265706
426,10.12593987,8.21264035,10.90726050,4023.00000000,0.53432110,10.45133042,8.12059899,7.95810638,4138.00000000,0.52697759,9.92196962,8.15588875,8.51529095,4164.00000000,0.52340620,10.22852272,8.13888889,7.83944431,4194.00000000,0.52057613
