step,qeco_qoe,qeco_delay,qeco_energy,qeco_drop,qeco_completion_rate,qeco_adapt_general_qoe,qeco_adapt_general_delay,qeco_adapt_general_energy,qeco_adapt_general_drop,qeco_adapt_general_completion_rate,qeco_adaptive_gate_qoe,qeco_adaptive_gate_delay,qeco_adaptive_gate_energy,qeco_adaptive_gate_drop,qeco_adaptive_gate_completion_rate,qeco_adapt2_qoe,qeco_adapt2_delay,qeco_adapt2_energy,qeco_adapt2_drop,qeco_adapt2_completion_rate
209,3.25226688,8.44199403,32.12679248,5010.00000000,0.42453480,8.09336553,8.35546382,18.25728434,4370.00000000,0.49891068,3.59375208,8.43728542,31.60023079,4984.00000000,0.42961776,8.04089300,8.36887972,18.35427530,4376.00000000,0.49822268
210,4.18973924,8.53275197,14.02985690,20925.00000000,0.39777241,7.14695871,8.58361941,10.76788448,19161.00000000,0.45185376,6.77881508,8.56859704,11.46866039,19388.00000000,0.44306561,7.15072458,8.58261815,10.79177896,19157.00000000,0.45196819
211,3.47290922,8.42205280,32.62909757,5007.00000000,0.43024579,7.59814944,8.43633938,17.99382668,4644.00000000,0.48359835,4.39917040,8.41123750,29.85338550,4800.00000000,0.44846605,7.71124536,8.42744357,17.95943547,4622.00000000,0.48604470
212,4.17835597,8.52441266,14.17899283,20999.00000000,0.39689241,7.30157846,8.56073768,10.95106003,18908.00000000,0.45429883,7.12468658,8.57398407,10.96557305,19088.00000000,0.45103678,7.23361517,8.53995786,11.41543670,18939.00000000,0.45340414
213,4.42514109,8.46658065,14.44118449,20793.00000000,0.40378495,7.09179871,8.57036804,10.95114931,19202.00000000,0.45173172,6.77715179,8.56398657,12.01109366,19484.00000000,0.44565836,7.02205578,8.56868344,11.04393585,19253.00000000,0.45027553
214,3.04912619,8.53282828,26.41748412,8783.00000000,0.40055965,6.53470635,8.52949640,18.23063222,7953.00000000,0.45508736,4.81788638,8.46906092,23.59753499,8286.00000000,0.43532779,6.41222441,8.54292566,18.28273345,7988.00000000,0.45268928
215,4.23547486,8.50207800,13.97935044,21132.00000000,0.39846285,6.68937894,8.58606511,11.48646004,19514.00000000,0.44277556,6.97777375,8.60638541,10.90623074,19265.00000000,0.44935117,6.72116637,8.58015420,11.43494780,19491.00000000,0.44343232
216,3.74068814,8.44395079,31.37962670,4952.00000000,0.43586238,7.83468640,8.37748497,18.55374275,4384.00000000,0.49329635,4.59055111,8.44121409,29.52477976,4708.00000000,0.45249448,7.84060471,8.39412853,18.69184598,4376.00000000,0.49422099
217,10.20655060,7.49050204,32.24675724,1052.00000000,0.64314790,12.38822358,7.40837337,12.39549553,1211.00000000,0.58442004,10.32130661,7.46185010,31.47289031,1061.00000000,0.64179608,12.48333107,7.37817433,12.11258144,1208.00000000,0.58544955
218,10.38002844,7.47436322,32.28018621,1058.00000000,0.65001654,13.51037347,7.20342466,13.24468013,1093.00000000,0.62568493,9.80552078,7.51571287,32.09341207,1116.00000000,0.63083030,13.35455870,7.15068493,12.79499446,1110.00000000,0.61986301
219,3.26870597,8.51898217,26.65592267,8788.00000000,0.40209552,6.06443657,8.53905241,20.42677696,8196.00000000,0.44286588,4.75779817,8.47751768,23.61274071,8269.00000000,0.43234709,6.16193057,8.53796479,20.32306441,8166.00000000,0.44490517
220,4.72241640,8.52187472,11.74947571,26213.00000000,0.40332787,7.22196902,8.58228139,9.65614072,23850.00000000,0.45161068,7.12678787,8.57655568,9.65754846,23949.00000000,0.45008037,7.06351411,8.57152054,10.12374837,23983.00000000,0.44855257
221,10.80268622,7.43020041,29.60569334,1011.00000000,0.65065653,13.25644620,7.30450195,12.11422080,1106.00000000,0.60794045,12.13407965,7.18379516,29.16430334,901.00000000,0.68397054,13.14460394,7.31513648,12.20365583,1112.00000000,0.60581354
222,3.38516728,8.50334974,26.34051220,8668.00000000,0.40743779,6.78958854,8.54877384,16.89834925,7993.00000000,0.45551771,4.87336618,8.47211459,23.34956735,8150.00000000,0.43606421,6.70488044,8.55824251,16.95707140,8014.00000000,0.45408719
223,4.39652553,8.51739019,14.46447228,20844.00000000,0.40430396,6.86967643,8.56768509,11.42947188,19321.00000000,0.44727658,7.01165693,8.57362157,10.86809960,19132.00000000,0.45000862,6.88456359,8.56511042,11.38215728,19307.00000000,0.44767708
224,4.27279803,8.41877794,30.87567540,4835.00000000,0.44571822,8.40548438,8.35864297,17.64944309,4299.00000000,0.50392338,5.16878458,8.36705801,29.21292439,4654.00000000,0.46431860,8.34730863,8.37225940,17.68333403,4308.00000000,0.50288484
225,4.84894859,8.46689845,14.66324895,20434.00000000,0.41284984,7.17434533,8.54715407,11.44963009,18993.00000000,0.45373752,7.20612649,8.55604661,11.32402681,19020.00000000,0.45416978,7.23354347,8.56682677,10.97047231,18958.00000000,0.45474417
226,4.57989164,8.35350063,30.82789731,4753.00000000,0.45536840,7.91014144,8.35468320,18.22026953,4395.00000000,0.49552342,4.65322657,8.38022380,29.65404765,4767.00000000,0.45569765,7.70045579,8.36157025,18.27233307,4439.00000000,0.49047291
227,4.48186992,8.51734252,14.65336688,20876.00000000,0.40551316,7.32078200,8.54925057,10.80886096,18977.00000000,0.45613733,7.23733540,8.56772525,10.87301850,18977.00000000,0.45460555,7.28214474,8.55025363,10.85746502,19008.00000000,0.45524890
228,4.38530515,8.46405870,19.71871719,13747.00000000,0.41354891,6.37205470,8.53994796,15.73230097,13123.00000000,0.44021670,6.74602904,8.52208405,15.69923329,12836.00000000,0.44957118,6.59988019,8.53538370,15.16639847,13009.00000000,0.44507955
229,4.34742014,8.50065977,19.69721578,13782.00000000,0.41335717,6.39806492,8.55765677,15.40319125,12996.00000000,0.44144067,6.24150906,8.51766066,17.20346719,13053.00000000,0.44115255,6.35948209,8.55619547,15.68489148,13010.00000000,0.44083896
230,4.82793762,8.36203927,29.97576709,4667.00000000,0.46411758,7.49805543,8.36205893,19.44088095,4345.00000000,0.49400256,4.80885087,8.40816559,27.91869842,4762.00000000,0.45843284,7.38637459,8.38127402,19.65456744,4357.00000000,0.49260510
231,3.95582446,8.48299877,25.62048605,8484.00000000,0.42072921,6.27488482,8.53917335,17.98475276,8004.00000000,0.45136747,4.41415145,8.48367403,24.87350790,8307.00000000,0.43016875,6.35112492,8.53588320,17.89091540,7982.00000000,0.45287545
232,5.03736775,8.50110824,12.01978378,25716.00000000,0.41238032,7.05293095,8.59674585,9.62644638,24225.00000000,0.44718286,7.19215739,8.58884826,9.58621658,23985.00000000,0.45189671,7.03434700,8.59788686,9.59413779,24242.00000000,0.44679492
233,12.49517995,7.21237040,27.44440596,880.00000000,0.68537719,13.68114369,7.16509599,13.03961597,1077.00000000,0.62408377,12.97089260,7.13955144,27.41332308,859.00000000,0.69419722,13.75882805,7.15078534,13.04120305,1076.00000000,0.62443281
234,4.84714204,8.48390333,15.00415271,20425.00000000,0.41447123,6.86615885,8.57462772,11.56695950,19320.00000000,0.44673540,7.06581555,8.60289647,10.67339355,19143.00000000,0.45101807,7.05528400,8.58115693,10.80449568,19199.00000000,0.45020046
235,4.33255087,8.45631404,25.26944927,8269.00000000,0.42751315,7.19764750,8.49400864,16.99761808,7658.00000000,0.46649018,5.09085793,8.43382806,24.50269795,8153.00000000,0.44237740,7.23032871,8.50815104,16.88122288,7639.00000000,0.46781385
236,4.86728679,8.50124731,14.82550236,20404.00000000,0.41493907,6.77779693,8.55620538,12.26339084,19359.00000000,0.44499871,7.13650224,8.59111200,10.67847843,19167.00000000,0.45152521,6.69642320,8.56400333,12.30075088,19419.00000000,0.44327858
237,4.71927828,8.46885232,20.31832054,13358.00000000,0.42452180,6.86076489,8.50357913,15.14693979,12700.00000000,0.45235015,6.62858964,8.49556373,16.38657128,12723.00000000,0.44933997,6.81598528,8.49202242,15.72813952,12712.00000000,0.45183269
238,4.34458908,8.50749727,25.49871461,8397.00000000,0.42768539,6.94457714,8.49937621,17.04006509,7762.00000000,0.46201830,4.86809235,8.45532801,24.73826755,8092.00000000,0.43825061,6.84148366,8.50741614,17.32418561,7790.00000000,0.46007763
239,4.83813966,8.41851473,29.23026802,4797.00000000,0.45445241,7.97217162,8.45456578,16.52284473,4585.00000000,0.48753772,5.08169194,8.41319762,28.90451061,4711.00000000,0.46123056,7.95317138,8.44752431,16.70453809,4595.00000000,0.48642003
240,4.64344530,8.51180798,20.05989587,13507.00000000,0.41897879,6.80086991,8.49239454,16.29935344,12765.00000000,0.44995045,6.82962190,8.54028477,14.84301615,12830.00000000,0.44810083,6.56347102,8.49019692,16.90356361,12875.00000000,0.44521050
241,11.42856769,7.38403820,27.28686328,1002.00000000,0.65825375,13.95807650,7.19757249,13.47452529,1062.00000000,0.64194201,11.86624336,7.37728329,26.06618405,1027.00000000,0.65891730,13.73161695,7.21476736,13.08110393,1083.00000000,0.63486177
242,4.78706438,8.49171318,20.16668619,13439.00000000,0.42297123,6.31361635,8.51654229,16.92426190,13023.00000000,0.43825217,6.53008045,8.52412480,16.24810198,12850.00000000,0.44393959,6.26738241,8.52133029,16.86401497,13046.00000000,0.43726006
243,12.97803921,7.21238326,25.13332369,904.00000000,0.68730543,13.09801632,7.17825935,12.51511436,1093.00000000,0.61796575,12.16222323,7.27505906,25.21827417,987.00000000,0.66689166,13.11794419,7.19993009,12.79517780,1088.00000000,0.61971339
244,4.98627873,8.45369521,20.45932792,13067.00000000,0.42891482,6.70713661,8.49695425,16.21248499,12741.00000000,0.44956150,6.53040513,8.53739191,16.41795653,12718.00000000,0.44735584,6.53970731,8.51475353,16.29501766,12825.00000000,0.44593252
245,4.90355598,8.48263710,20.11477790,13342.00000000,0.42659446,6.86765625,8.50619195,15.46694636,12714.00000000,0.45330237,6.22903920,8.55348558,16.71991305,13058.00000000,0.43947459,6.76228207,8.51044892,15.89985894,12761.00000000,0.45128139
246,12.55697961,7.18882072,26.76694838,939.00000000,0.67995910,13.04118156,7.44680146,10.38588925,1237.00000000,0.58999006,12.10209626,7.34566241,24.54378448,1016.00000000,0.65837256,13.09772956,7.44348691,10.40198777,1234.00000000,0.59098442
247,5.16359000,8.50569470,15.37355228,20147.00000000,0.42200993,7.41092113,8.57921884,10.59035734,18937.00000000,0.45734590,7.23603201,8.55235279,11.51893683,18974.00000000,0.45525538,7.12806491,8.55841476,11.98891478,19125.00000000,0.45195862
248,4.53531063,8.49258954,24.84325799,8253.00000000,0.43371758,7.10977459,8.50289964,16.79021301,7796.00000000,0.46810398,5.59540217,8.41986737,23.12460152,7916.00000000,0.45316386,7.03481728,8.52684724,16.62145718,7821.00000000,0.46639831
249,5.15900099,8.50281506,15.18561617,20342.00000000,0.42157643,7.28933279,8.55880918,11.07095778,19000.00000000,0.45454023,7.19491428,8.56355981,11.10592750,19108.00000000,0.45268103,7.38429887,8.56765137,10.45433607,18954.00000000,0.45586082
250,13.04370543,7.23379310,23.77469298,913.00000000,0.68517241,13.57812938,7.25053305,12.16621432,1068.00000000,0.62046908,11.94721398,7.27174646,26.07453481,991.00000000,0.66587997,13.76982761,7.20326937,12.43854468,1057.00000000,0.62437811
251,5.22887994,8.39307212,27.21920688,4723.00000000,0.46360023,8.47402078,8.33613445,16.67878914,4299.00000000,0.50512260,5.76004250,8.37938949,25.84144724,4584.00000000,0.47394997,8.51969701,8.32393231,16.42691725,4295.00000000,0.50558306
252,4.72661074,8.46451121,24.63887146,8133.00000000,0.43571775,7.34714191,8.46715278,16.72589539,7652.00000000,0.47361904,5.14213752,8.45150410,23.99151958,8093.00000000,0.44289943,7.39185625,8.46295659,16.75639887,7641.00000000,0.47437573
253,5.47633228,8.42193998,27.21327555,4731.00000000,0.46824772,8.52143180,8.35484969,15.74647202,4409.00000000,0.49982984,5.95460916,8.38507973,25.47300764,4589.00000000,0.47733485,8.63223214,8.35224050,15.85756689,4384.00000000,0.50266591
254,6.13631546,8.32530262,26.87229327,4377.00000000,0.48560348,8.87864306,8.28156899,18.77464396,4195.00000000,0.51886684,6.38088033,8.27402052,26.48998526,4353.00000000,0.49242071,8.62216035,8.29269412,19.03509649,4243.00000000,0.51336162
255,4.80866332,8.50506221,19.93918001,13431.00000000,0.42380952,6.63919691,8.57685486,14.82666477,12789.00000000,0.44672291,6.43920922,8.56036740,15.83387128,12941.00000000,0.44456844,6.89042040,8.56647199,14.64654479,12654.00000000,0.45256327
256,12.13227072,7.37987338,23.74889896,1014.00000000,0.66211263,12.38367182,7.28767594,12.28346160,1182.00000000,0.59423275,12.66585367,7.30535117,22.64652316,996.00000000,0.66688963,12.43322116,7.27291452,12.40708935,1177.00000000,0.59594919
257,5.50840989,8.51454633,15.51040888,20130.00000000,0.42976120,7.14368767,8.61036995,11.15336353,19210.00000000,0.45122125,7.10759674,8.56597947,12.13718778,19174.00000000,0.45174849,7.15201104,8.60788459,11.16516070,19204.00000000,0.45139266
258,13.57841855,7.10338805,23.55760287,868.00000000,0.69682152,13.94823758,7.17611408,12.83458575,1012.00000000,0.63921569,13.84368250,6.91834532,22.38018871,838.00000000,0.69856115,13.80674507,7.19536542,12.63011853,1024.00000000,0.63493761
259,5.98785237,8.36133580,26.40972206,4516.00000000,0.47816039,9.43487481,8.28321354,15.53791458,4099.00000000,0.52480872,6.24187263,8.38384414,25.07452174,4536.00000000,0.48319471,9.25040305,8.29376304,15.93069844,4132.00000000,0.52098307
260,5.43316126,8.48831325,19.65126019,13159.00000000,0.43564781,6.85325830,8.54164147,15.01202077,12734.00000000,0.44993521,6.61413071,8.53396259,15.47219720,12838.00000000,0.44668563,6.86907598,8.55058315,14.86112731,12721.00000000,0.45049676
261,5.65859596,8.49332797,15.64879520,19698.00000000,0.43350972,7.15289559,8.55416991,11.96404550,18972.00000000,0.45232528,7.09686883,8.55760184,11.96507556,19123.00000000,0.45143431,7.13670159,8.55881759,11.95634672,18978.00000000,0.45215207
262,6.28443472,8.35855526,25.70338645,4533.00000000,0.48188364,9.48637373,8.31887278,14.82330843,4101.00000000,0.52046305,7.52040109,8.23710860,24.64375320,4212.00000000,0.50971947,9.55522147,8.29115996,14.82852406,4093.00000000,0.52139850
263,6.48612455,8.35674125,25.86114318,4435.00000000,0.49110729,9.12565277,8.29460818,15.73970236,4238.00000000,0.51587846,6.45221984,8.33552253,25.06646061,4446.00000000,0.48772900,9.03244911,8.29929175,15.73880776,4260.00000000,0.51336532
264,5.99486660,8.48374997,13.09476369,24641.00000000,0.43642934,7.30921978,8.60862203,9.35334994,23897.00000000,0.45318292,7.20493296,8.60009621,9.92707917,23961.00000000,0.45110302,7.25263881,8.60983479,9.36542088,23952.00000000,0.45192440
265,6.24115528,8.45019375,13.36406432,24060.00000000,0.44172448,7.41517266,8.58266531,9.50206150,23474.00000000,0.45614198,7.23409515,8.56173526,10.43651378,23648.00000000,0.45198369,7.38562604,8.57863398,9.57521559,23501.00000000,0.45551643
266,5.27492615,8.49351153,19.58482204,13141.00000000,0.43345549,6.97089047,8.54712753,13.84260393,12701.00000000,0.45261389,6.87047222,8.55039560,15.18467079,12731.00000000,0.45257138,7.08805017,8.53954230,13.84806257,12637.00000000,0.45537215
267,5.87719392,8.45407594,22.87502690,7748.00000000,0.45924065,7.77305105,8.44821602,16.19103648,7491.00000000,0.48000833,6.13015036,8.42533147,22.37924366,7694.00000000,0.46308444,7.88089667,8.44606414,15.95498188,7460.00000000,0.48216021
268,5.27934420,8.46725845,22.74414833,8128.00000000,0.44499829,7.60624837,8.49497868,15.86289304,7592.00000000,0.47778236,6.18466352,8.46579895,21.47954430,7751.00000000,0.46337580,7.66121641,8.48438575,15.64334458,7583.00000000,0.47840143
269,5.50820225,8.50583109,19.58810179,13150.00000000,0.43825025,7.25521086,8.49991391,15.32915951,12502.00000000,0.46186295,6.80650048,8.54309941,15.72536552,12875.00000000,0.45140398,7.25717401,8.50783402,15.25558883,12494.00000000,0.46220730
270,5.53004562,8.50739931,19.38523663,13097.00000000,0.43821044,6.65288794,8.52417620,15.42392008,12838.00000000,0.44773294,6.98746082,8.53004994,15.33411575,12642.00000000,0.45574307,6.55153714,8.52994063,15.71345885,12881.00000000,0.44588316
271,6.93153643,8.33379406,24.15224152,4353.00000000,0.49861783,9.37888587,8.25109472,15.24287723,4127.00000000,0.52442959,6.54225268,8.36293392,24.22739354,4431.00000000,0.48898628,9.40679709,8.25178613,15.51580390,4121.00000000,0.52512100
272,13.26103312,7.20707242,21.43983716,957.00000000,0.67460048,13.74784645,7.16045945,12.21380060,1068.00000000,0.62826314,12.88763410,7.10420910,19.47199746,991.00000000,0.66361168,13.76366279,7.14061956,12.25949426,1063.00000000,0.63000348
273,14.08255894,6.98483780,18.37776352,892.00000000,0.68547250,12.68782769,7.39319208,10.82196585,1169.00000000,0.59395623,13.66506301,7.12316114,20.91384688,919.00000000,0.68559699,12.58622740,7.40847516,10.63497753,1179.00000000,0.59048281
274,5.81694557,8.53567654,13.33416706,24740.00000000,0.43165633,7.20086471,8.61450758,9.27663277,23968.00000000,0.45016173,7.09432834,8.62092805,9.20066251,24177.00000000,0.44653527,7.11271740,8.60780895,9.84455486,24026.00000000,0.44883118
275,6.05092150,8.46537320,22.02679197,7800.00000000,0.46143755,7.39757484,8.49502747,16.70203453,7585.00000000,0.47249461,6.22230948,8.42404493,21.91892942,7744.00000000,0.46307980,7.44875951,8.50455525,16.52714534,7571.00000000,0.47346825
276,5.53929869,8.47758204,22.17032037,7970.00000000,0.44939551,7.66996685,8.49674947,14.79002190,7682.00000000,0.47430370,6.46403576,8.42917474,20.98316057,7688.00000000,0.46773747,7.65435255,8.50516663,14.75888684,7689.00000000,0.47382468
277,5.90831201,8.45998065,22.26671784,7839.00000000,0.45818358,7.60219495,8.53685941,14.72372765,7660.00000000,0.47519868,6.42711003,8.46469939,20.54581323,7716.00000000,0.46800883,7.56719645,8.52692518,14.91897728,7661.00000000,0.47513017
278,5.73194360,8.51324834,15.44703347,19831.00000000,0.43438578,6.99293544,8.56561891,12.19585778,19147.00000000,0.45087186,7.04644150,8.57741926,11.79651091,18988.00000000,0.45198996,6.88844102,8.56183320,12.78597608,19201.00000000,0.44932316
279,12.80988344,7.19313594,19.14266824,1022.00000000,0.65612382,12.62552422,7.34221311,11.53095686,1140.00000000,0.61065574,14.26227990,6.96301323,15.67134459,947.00000000,0.67865626,12.70257732,7.37124317,11.55956330,1134.00000000,0.61270492
280,13.40753065,7.14737192,17.75587915,1005.00000000,0.66566866,12.78696449,7.42376992,10.14449236,1178.00000000,0.59182259,13.71316913,7.09150552,18.40055768,921.00000000,0.68197514,12.59420049,7.39535690,10.35343793,1183.00000000,0.59009009
281,6.91807995,8.35484604,22.11875207,4460.00000000,0.49323940,9.30480183,8.31974709,13.53336388,4318.00000000,0.51247601,6.66329618,8.35166837,23.43255878,4492.00000000,0.48844095,9.33920800,8.30687592,13.74278235,4306.00000000,0.51383087
282,5.97928234,8.45042670,21.15978072,7804.00000000,0.45854437,7.87055137,8.47782160,14.42946281,7526.00000000,0.47920559,6.33382505,8.44442171,20.56359111,7835.00000000,0.46569831,7.91738489,8.46993288,14.67331124,7506.00000000,0.48058958
283,6.12967414,8.51192959,15.21185450,19519.00000000,0.44226648,6.85618672,8.56032148,13.09609510,19211.00000000,0.44659215,7.04089966,8.54304142,13.14409889,19186.00000000,0.45002150,6.88407234,8.55706631,12.93398668,19194.00000000,0.44708187
284,6.03214539,8.45120859,21.13256045,7849.00000000,0.45947249,7.79917720,8.46497078,14.41880788,7574.00000000,0.47927123,6.39408706,8.44849108,20.31941905,7780.00000000,0.46639232,7.61847070,8.49288415,14.43199004,7632.00000000,0.47528360
285,6.08624939,8.44156639,20.65526568,7958.00000000,0.45897070,7.73970183,8.49440807,15.31594502,7663.00000000,0.47742771,6.24993870,8.43497050,20.48918866,7819.00000000,0.46364385,7.80443005,8.49024823,15.35843423,7641.00000000,0.47892799
286,6.43560156,8.49574345,13.44192020,24038.00000000,0.44542623,7.34190057,8.57559358,10.28220959,23676.00000000,0.45475900,7.25171777,8.55839164,10.93765133,23747.00000000,0.45343859,7.34603297,8.57140225,10.71568305,23638.00000000,0.45563411
287,12.76581413,7.12066621,17.28190784,1006.00000000,0.65805574,11.60902130,7.50482850,10.60226662,1278.00000000,0.57442557,12.89793775,7.27330226,19.94883692,1021.00000000,0.66011984,11.65645247,7.47985348,10.58289763,1277.00000000,0.57475857
288,6.11035351,8.52263023,18.19160491,12900.00000000,0.44918873,7.31937235,8.53573584,14.49391803,12515.00000000,0.46051384,7.44710214,8.53484568,13.86071748,12477.00000000,0.46291593,7.34790792,8.53263212,14.29113268,12498.00000000,0.46124666
289,5.97311296,8.52518230,17.67813055,13070.00000000,0.44590470,7.14987896,8.55226766,13.99658712,12861.00000000,0.45941743,6.86232975,8.56189022,14.48388572,12918.00000000,0.45202342,7.03811841,8.55924509,14.20067731,12918.00000000,0.45702156
290,6.43257095,8.45180723,20.24204770,7770.00000000,0.46809967,8.02133663,8.41077019,15.61989398,7359.00000000,0.48799833,6.22632216,8.49456782,19.15877788,7873.00000000,0.46204305,8.09021810,8.41849301,15.39548487,7339.00000000,0.48938983
291,5.88023585,8.55798943,15.11794828,19745.00000000,0.43609881,6.94105185,8.56680439,12.83543981,19410.00000000,0.44692976,7.10256036,8.56376857,11.99556845,19171.00000000,0.45117517,6.93809685,8.56005129,12.83353043,19418.00000000,0.44670181
292,7.68173746,8.30728689,20.47623354,4267.00000000,0.51111366,9.42735750,8.29417101,14.95380438,4225.00000000,0.52086641,7.71578249,8.28965438,20.23838724,4285.00000000,0.50961318,9.52688596,8.26786119,14.55465438,4221.00000000,0.52132003
293,6.17721100,8.54652645,13.26156767,24637.00000000,0.43920149,7.21693458,8.62003056,9.37788201,24127.00000000,0.44969550,7.32729433,8.59272960,9.85861611,23941.00000000,0.45332694,6.95979793,8.61546883,10.55507753,24336.00000000,0.44492849
294,8.47812212,8.20324160,19.60029358,4091.00000000,0.52297108,10.08484078,8.18698431,12.42317376,4062.00000000,0.52794887,8.35930545,8.21981243,19.43162093,4085.00000000,0.52110199,10.23814064,8.18373039,12.19346576,4031.00000000,0.53155142
295,6.01214776,8.53514700,17.62547636,12857.00000000,0.44655848,7.02076254,8.57400738,13.41695652,12699.00000000,0.45549267,7.01394584,8.56744988,13.39745904,12610.00000000,0.45634835,7.10182187,8.56187291,13.17269783,12661.00000000,0.45712203
296,6.13973112,8.49087063,17.51287117,12783.00000000,0.44822377,7.14018173,8.56445153,13.93961641,12581.00000000,0.45815927,7.33840096,8.52410703,13.73470284,12509.00000000,0.46102805,7.15754905,8.55527801,13.91370912,12580.00000000,0.45820233
297,6.50541665,8.51099597,13.27948414,24022.00000000,0.44681635,7.43780549,8.60902721,9.53252217,23761.00000000,0.45587158,7.24803814,8.58576647,11.07161459,23804.00000000,0.45317130,7.23348756,8.59054685,10.94119234,23906.00000000,0.45255107
298,6.38110346,8.50729202,19.11525041,7873.00000000,0.46093803,8.09104961,8.47559795,13.91884954,7507.00000000,0.48105903,6.63444798,8.47021772,18.93235095,7778.00000000,0.46747912,8.01881248,8.48880133,13.98287826,7518.00000000,0.48029863
299,7.74141886,8.32518198,19.70846747,4331.00000000,0.50739308,9.56750478,8.29418357,14.00226111,4283.00000000,0.52000448,7.77485768,8.30756227,19.45898500,4383.00000000,0.50602953,9.57576630,8.29451978,14.12167383,4279.00000000,0.52045276
300,13.47042927,7.13288685,14.64014916,966.00000000,0.65949947,12.79648214,7.53835125,9.39442890,1146.00000000,0.58924731,13.57985514,7.03455497,14.14901058,996.00000000,0.65235602,12.94570004,7.53082437,9.59352442,1134.00000000,0.59354839
301,6.28613681,8.51623664,18.61595969,7898.00000000,0.46231874,7.80754366,8.49679837,13.25350223,7633.00000000,0.48004087,6.42686193,8.49703224,18.04396618,7960.00000000,0.46310536,7.80573252,8.49775204,13.32015404,7633.00000000,0.48004087
302,6.53008318,8.51894636,14.81052657,18861.00000000,0.44981185,7.39263518,8.54967768,11.89326669,18695.00000000,0.45957275,7.07997780,8.56715595,12.36699739,18894.00000000,0.45190299,7.36654728,8.54724944,12.35082293,18691.00000000,0.45968838
303,12.65579674,7.36542373,14.33412320,1086.00000000,0.63186441,12.35811658,7.54322268,9.29976515,1243.00000000,0.57019364,11.94558005,7.21157138,14.55140341,1096.00000000,0.62478603,12.40389057,7.56915629,9.11646805,1244.00000000,0.56984786
304,6.78827898,8.49439190,13.15819926,23653.00000000,0.45299600,7.24317232,8.58580004,10.25208350,23848.00000000,0.45150532,7.04371879,8.59167012,10.92050806,24030.00000000,0.44735753,7.11625597,8.58414407,10.87869940,23933.00000000,0.44955036
305,6.09630631,8.56449975,16.43389416,13063.00000000,0.44713899,7.18413025,8.56869983,13.17750619,12618.00000000,0.45838520,7.24657168,8.56812559,13.17252962,12667.00000000,0.45964508,7.15248676,8.56148860,13.20956608,12640.00000000,0.45744087
306,12.01996584,7.27883311,14.40306815,1124.00000000,0.61872456,11.24500466,7.65060241,9.03412201,1293.00000000,0.55490534,12.73383783,7.23334461,14.55533490,1048.00000000,0.64558674,11.07807234,7.67263339,9.10441229,1300.00000000,0.55249570
307,7.73718743,8.35557327,18.38461306,4348.00000000,0.50495275,9.92488236,8.25614195,11.82173757,4168.00000000,0.52593267,7.86851080,8.33758753,16.89857277,4361.00000000,0.50745426,9.96680023,8.24442675,11.64267153,4171.00000000,0.52559145
308,6.35341935,8.54653525,16.35101875,12708.00000000,0.45065491,7.58769286,8.57540534,11.86202063,12507.00000000,0.46354122,7.42290577,8.55897149,12.08674631,12546.00000000,0.46054951,7.72173302,8.55451660,11.55146283,12448.00000000,0.46607189
309,9.08720923,8.21222092,17.58240149,3959.00000000,0.53478261,10.44078757,8.15890795,10.72954502,3969.00000000,0.53692685,8.12098878,8.32063529,18.01512535,4232.00000000,0.51294740,10.36256931,8.16007467,11.01073329,3980.00000000,0.53564345
310,12.86261960,7.24484806,13.78186590,1039.00000000,0.63709396,10.85770558,7.63680556,8.98235995,1303.00000000,0.54756944,12.92092240,7.19598338,14.18981295,1046.00000000,0.63781163,10.59594993,7.66909722,8.99385249,1318.00000000,0.54236111
311,7.18805785,8.45924315,15.95688229,12260.00000000,0.46672466,7.91035469,8.53554113,11.51518799,12258.00000000,0.46935065,8.07514557,8.50455834,11.69120378,12066.00000000,0.47367503,7.93208359,8.52956710,11.40821021,12256.00000000,0.46943723
312,6.56697616,8.53231195,13.94122377,19174.00000000,0.44781707,7.15755753,8.59665000,11.24860024,19090.00000000,0.45153135,7.10430031,8.59176663,11.53205085,19197.00000000,0.45043085,7.21330610,8.60058611,10.96412434,19047.00000000,0.45276676
313,13.51577508,7.28140014,14.70620642,1015.00000000,0.65168154,12.41435846,7.52275960,9.24607719,1164.00000000,0.58605974,13.67315201,7.09285966,13.34251604,972.00000000,0.65810763,12.65185590,7.51849218,9.21894256,1149.00000000,0.59139403
314,8.66541699,8.28867967,16.35007471,4207.00000000,0.52279946,10.47554038,8.16324903,10.21077810,4062.00000000,0.53725222,8.17112122,8.31994476,16.20437635,4231.00000000,0.51306249,10.25042519,8.17634997,10.47396914,4107.00000000,0.53212577
315,8.83768797,8.25224913,17.03626639,4050.00000000,0.53287197,9.66552349,8.20777880,11.98449526,4131.00000000,0.52604406,8.26272687,8.30506912,16.36712257,4174.00000000,0.51912442,9.80463357,8.21248279,11.80253975,4099.00000000,0.52971547
316,6.79235256,8.52126843,15.38574185,12669.00000000,0.46002046,7.66821083,8.55919557,12.07277695,12418.00000000,0.46751855,7.31646082,8.58070445,12.45506449,12599.00000000,0.46144311,7.68573072,8.55572231,11.88666959,12404.00000000,0.46811886
317,6.64073751,8.54014284,13.65896429,19108.00000000,0.45191177,7.23012723,8.58669062,11.34824780,19106.00000000,0.45525048,7.24696668,8.57297842,11.38573107,18953.00000000,0.45458993,7.36129578,8.58814473,10.71858588,19010.00000000,0.45798763
